episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s03e16b	 none of this would ever have happened if i didn't	"['none', 'of', 'this', 'would', 'ever', 'have', 'happened', 'if', 'i', ""didn't""]"	[233.725, 233.96501, 234.04501, 234.205, 234.445, 234.60501, 234.765, 235.005, 235.16501, 235.24501]	[0.24001000000001227, 0.07999999999998408, 0.15999000000002184, 0.23999999999998067, 0.16000999999999976, 0.15998999999999342, 0.2400000000000091, 0.16000999999999976, 0.0800000000000125, 0.15998999999999342]
s03e16b	 think, at that same moment you	['think', 'at', 'that', 'same', 'moment', 'you']	[235.405, 235.725, 235.80501, 236.04501, 236.285, 236.60501]	[0.3199999999999932, 0.08001000000001568, 0.23999999999998067, 0.23999000000000592, 0.32000999999999635, 0.23999000000000592]
s03e16b	 were having sex with mark?	['were', 'having', 'sex', 'with', 'mark']	[236.845, 237.005, 237.32501, 237.565, 237.80501]	[0.1599999999999966, 0.32000999999999635, 0.23999000000000592, 0.24001000000001227, 0.5]
s03e16b	 all right.	['alright']	[239.22]	[0.5]
s03e16b	 let's	['but']	[240.82]	[0.3199999999999932]
s03e16b	 say i had slept with	['say', 'i', 'had', 'slept', 'with']	[241.14, 241.38, 241.54001, 241.86, 242.1]	[0.2400000000000091, 0.16000999999999976, 0.3199900000000184, 0.23999999999998067, 0.3199999999999932]
s03e16b	 mark. would you have been able to	['mark', 'would', 'you', 'have', 'been', 'able', 'to']	[242.42, 243.38, 243.54001, 243.78, 243.86, 244.02, 244.18001]	[0.5, 0.16000999999999976, 0.23999000000000592, 0.0800000000000125, 0.1599999999999966, 0.16000999999999976, 0.15998999999999342]
s03e16b	 forgive me?	['forgive', 'me']	[244.34, 244.82]	[0.47999999999998977, 0.5]
s03e16b		['right']	[245.675]	[0.5]
s03e16b	 yes, i	['yes', 'i']	[247.99501, 248.315]	[0.31998999999999, 0.1599999999999966]
s03e16b	 would.	['would']	[248.475]	[0.5]
s03e16b		[]	[]	[]
s03e16b	 you'd be okay if you	"[""you'd"", 'be', 'okay', 'if', 'you']"	[251.995, 252.315, 252.475, 252.875, 253.115]	[0.3199999999999932, 0.1599999999999966, 0.4000000000000057, 0.2400000000000091, 0.07999999999998408]
s03e16b	 knew that mark had	['knew', 'that', 'mark', 'had']	[253.195, 253.755, 253.995, 254.315]	[0.5, 0.2400000000000091, 0.3199999999999932, 0.2050000000000125]
s03e16b	 kissed me and been	['kissed', 'me', 'and', 'been']	[254.68001, 255.48001, 255.64, 255.8]	[0.5, 0.15998999999999342, 0.160000000000025, 0.2400000000000091]
s03e16b	 naked with me and made love to	['naked', 'with', 'me', 'and', 'made', 'love', 'to']	[256.04, 256.36002, 256.52002, 256.76, 256.92, 257.16, 257.48]	[0.3200199999999995, 0.15999999999996817, 0.23998000000000275, 0.160000000000025, 0.2400000000000091, 0.3199999999999932, 0.15999999999996817]
s03e16b	 me?	['me']	[257.64]	[0.5]
s03e16b	 yes.	['yes']	[259.80002]	[0.5]
s03e16b	 if you	['you']	[261.96]	[0.2400000000000091]
s03e16b	 knew that our hot,	['knew', 'that', 'our', 'hot']	[262.2, 262.36002, 262.68, 262.92]	[0.16002000000003136, 0.31997999999998683, 0.2400000000000091, 0.5]
s03e16b	 sweaty,	['sweaty']	[264.075]	[0.5]
s03e16b	 writhing bodies... la la	['writhing', 'body', 'la', 'la']	[264.95502, 265.67502, 266.075, 266.23502]	[0.5, 0.3999799999999709, 0.16002000000003136, 0.27997999999996637]
s03e16b	 la la	['la', 'la']	[266.515, 266.795]	[0.28000000000002956, 0.5]
s03e16b	 la la	['la', 'la']	[267.96835, 269.14166]	[0.5, 0.5]
s03e16b	 la la la! okay, okay,	['k', 'okay']	[270.315, 270.555]	[0.2400000000000091, 0.3199999999999932]
s03e16b	 yeah, it... i would have been	"['yeah', 'it', 'i', ""would've"", 'been']"	[270.875, 271.195, 271.56998, 271.65, 271.88998]	[0.3199999999999932, 0.2950000000000159, 0.08001999999999043, 0.23998000000000275, 0.3200199999999995]
s03e16b	 devastated but...	['devastated', 'but']	[272.21, 272.84998]	[0.5, 0.5]
s03e16b	 i would still want to be	['i', 'would', 'still', 'wanna', 'be']	[274.53, 274.69, 274.93, 275.16998, 275.49]	[0.160000000000025, 0.2400000000000091, 0.23998000000000275, 0.3200199999999995, 0.15999999999996817]
s03e16b	 with you...	['with', 'you']	[275.65, 275.97]	[0.32000000000005, 0.5]
s03e16b	 because it's... i	"['because', ""it's"", 'i']"	[277.41, 277.88998, 278.44998]	[0.479979999999955, 0.3200199999999995, 0.16002000000003136]
s03e16b	 mean, it's you.	"['mean', ""it's"", 'you']"	[278.61, 278.84998, 279.09]	[0.23998000000000275, 0.2400199999999586, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[285.095]	[0.479979999999955]
s03e16b		[]	[]	[]
s03e16b	  aww...	['aw', 'right']	[287.735, 287.92]	[0.18500000000000227, 0.5]
s03e16b	 what?	['what']	[289.36002]	[0.5]
s03e16b	 come on,	['come', 'on']	[291.52002, 291.76]	[0.23998000000000275, 0.160000000000025]
s03e16b	 rach, tell me what you're thinking.	"['rachel', 'tell', 'me', 'what', ""you're"", 'thinking']"	[291.92, 292.24002, 292.40002, 292.48, 292.72, 292.88]	[0.3200199999999995, 0.15999999999996817, 0.07998000000003458, 0.2400000000000091, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 i'm thinking...	"['right', ""i'm"", 'thinking']"	[296.195, 296.995, 297.315]	[0.48002000000002454, 0.3199999999999932, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 i'm going to order a	"[""i'm"", 'gonna', 'order', 'a']"	[301.555, 301.715, 302.035, 302.275]	[0.15999999999996817, 0.32000000000005, 0.23999999999995225, 0.160000000000025]
s03e16b	 pizza.	['pizza']	[302.435]	[0.5]
s03e16b		[]	[]	[]
s03e16b		['right']	[306.18]	[0.4800000000000182]
s03e16b	 order a pizza, like...	['order', 'a', 'pizza', 'like']	[306.66, 307.13998, 307.22, 307.78]	[0.479979999999955, 0.08002000000004728, 0.5, 0.5]
s03e16b	" ""i"	['i']	[309.46]	[0.160000000000025]
s03e16b	" forgive you""?"	['forgive', 'you']	[309.62, 310.02]	[0.39999999999997726, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 oh,	['right']	[316.045]	[0.5]
s03e16b	 man... pizza?	['now', 'man', 'pizza']	[317.96503, 318.045, 318.125]	[0.07997000000000298, 0.07999999999998408, 0.5]
s03e16b		[]	[]	[]
s03e16b	 i like pizza.	['i', 'like', 'pizza']	[320.285, 320.445, 320.68503]	[0.15999999999996817, 0.2400299999999902, 0.5]
s03e16b		[]	[]	[]
s03e16b	 put olives on the	['put', 'olives', 'on', 'the']	[323.59, 323.99, 324.38998, 324.55]	[0.4000000000000341, 0.3999799999999709, 0.16002000000003136, 0.15999999999996817]
s03e16b	 pizza.	['pizza']	[324.71]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 we could eat the wax. it's	"['we', 'could', 'eat', 'the', 'wax', ""it's""]"	[330.62997, 330.78998, 331.03, 331.19, 331.34998, 331.59]	[0.16000999999999976, 0.2400199999999586, 0.160000000000025, 0.15998000000001866, 0.2400199999999586, 0.2400000000000091]
s03e16b	 organic.	['organic']	[331.83]	[0.5]
s03e16b	 oh, great--	['right', 'now', 'oh', 'great']	[334.065, 334.305, 334.385, 334.545]	[0.2400000000000091, 0.07999999999998408, 0.160000000000025, 0.39999999999997726]
s03e16b	 food with hair on it.	['food', 'with', 'hair', 'on', 'it']	[334.945, 335.265, 335.425, 335.665, 335.825]	[0.3199999999999932, 0.160000000000025, 0.2400000000000091, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b	 no, not the used	['no', 'not', 'the', 'used']	[338.385, 338.705, 338.945, 339.185]	[0.3199999999999932, 0.2400000000000091, 0.2400000000000091, 0.39999999999997726]
s03e16b	 wax. because	['wax', 'because']	[339.585, 340.37]	[0.5, 0.5]
s03e16b	 that would be crazy?	['that', 'would', 'be', 'crazy']	[341.00998, 341.25, 341.49, 341.65]	[0.24002000000001544, 0.2400000000000091, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 hey, could i... could i get in	['hey', 'can', 'i', 'can', 'i', 'get', 'in']	[345.56998, 345.81, 346.05, 346.44998, 346.61, 346.77, 347.00998]	[0.24002000000001544, 0.2400000000000091, 0.3999799999999709, 0.16002000000003136, 0.15999999999996817, 0.23998000000000275, 0.160000000000025]
s03e16b	 on that because i'm kind	"['on', 'that', 'because', ""i'm"", 'kinda']"	[347.16998, 347.33, 347.56998, 347.88998, 348.345]	[0.16001999999997452, 0.23998000000000275, 0.3199999999999932, 0.29502000000002226, 0.23999999999995225]
s03e16b	 of hungry myself.	['hungry', 'myself']	[348.585, 348.905]	[0.3199999999999932, 0.5]
s03e16b	 fine. hi. yes,	['fine', 'hi', 'yes']	[349.705, 351.065, 351.385]	[0.5, 0.3199999999999932, 0.2400000000000091]
s03e16b	 i'd like to order a large	"[""i'd"", 'like', 'to', 'order', 'a', 'large']"	[351.625, 351.785, 351.945, 352.025, 352.26498, 352.345]	[0.160000000000025, 0.15999999999996817, 0.07999999999998408, 0.23998000000000275, 0.08002000000004728, 0.39999999999997726]
s03e16b	 pizza. no	['pizza', 'no']	[352.745, 354.025]	[0.5, 0.23998000000000275]
s03e16b	 anchovies. with extra	['anchovies', 'with', 'extra']	[354.26498, 354.905, 355.61]	[0.5, 0.2400000000000091, 0.3199999999999932]
s03e16b	 anchovies.	['anchovies']	[355.93]	[0.5]
s03e16b	 it's okay, i'll just pick them	"[""it's"", 'okay', ""i'll"", 'just', 'pick', 'them']"	[357.93, 358.17, 358.49, 358.57, 358.73, 358.88998]	[0.2400000000000091, 0.3199999999999932, 0.07999999999998408, 0.160000000000025, 0.15997999999996182, 0.16002000000003136]
s03e16b	 off. and could you please	['off', 'yeah', 'and', 'could', 'you', 'please']	[359.05, 359.53, 359.69, 359.93, 360.09, 360.25]	[0.47999999999996135, 0.160000000000025, 0.2400000000000091, 0.15999999999996817, 0.160000000000025, 0.3199999999999932]
s03e16b	 chop some up and just put it right	['chop', 'some', 'up', 'and', 'just', 'put', 'it', 'right']	[360.57, 360.88998, 361.05, 361.21, 361.37, 361.53, 361.61, 361.69]	[0.31997999999998683, 0.16002000000003136, 0.15999999999996817, 0.160000000000025, 0.15999999999996817, 0.08000000000004093, 0.07999999999998408, 0.2400000000000091]
s03e16b	 there in the sauce?	['there', 'in', 'the', 'sauce', 'right']	[361.93, 362.09, 362.25, 362.33, 362.635]	[0.15999999999996817, 0.160000000000025, 0.07999999999998408, 0.3050000000000068, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['now']	[368.715]	[0.5]
s03e16b	 you can have the last piece if	['you', 'can', 'have', 'the', 'last', 'piece', 'if']	[369.595, 369.83502, 370.075, 370.155, 370.315, 370.55502, 370.795]	[0.2400199999999586, 0.23998000000000275, 0.07999999999998408, 0.160000000000025, 0.24002000000001544, 0.23998000000000275, 0.16001999999997452]
s03e16b	 you want. well, i	['you', 'want', 'right', 'i']	[370.95502, 371.035, 372.02, 372.18]	[0.07998000000003458, 0.5, 0.160000000000025, 0.23998000000000275]
s03e16b	 should think so. you slept with	['should', 'think', 'so', 'you', 'slept', 'with']	[372.41998, 372.5, 372.81998, 373.22, 373.46, 373.69998]	[0.08001999999999043, 0.31997999999998683, 0.40002000000004045, 0.23999999999995225, 0.23998000000000275, 0.16002000000003136]
s03e16b	 someone.	['someone']	[373.86]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 they're going to get through this,	"['right', 'now', ""they're"", 'gonna', 'get', 'through', 'this']"	[387.365, 387.525, 387.60498, 387.845, 388.005, 388.165, 388.405]	[0.15999999999996817, 0.07998000000003458, 0.24002000000001544, 0.15999999999996817, 0.160000000000025, 0.23999999999995225, 0.2400000000000091]
s03e16b	 aren't they?	"[""aren't"", 'they']"	[388.645, 388.965]	[0.3199999999999932, 0.5]
s03e16b	 yeah. come	['yeah', 'come']	[390.725, 391.59]	[0.5, 0.08000000000004093]
s03e16b	 on, it's ross and rachel.	"['on', ""it's"", 'ross', 'and', 'rachel']"	[391.67, 391.91, 391.99002, 392.39, 392.63]	[0.2400000000000091, 0.08001999999999043, 0.3999799999999709, 0.2400000000000091, 0.5]
s03e16b	 they've got to.	"[""they've"", 'got', 'to']"	[393.59, 393.91, 394.07]	[0.32000000000005, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b	 what if they don't?	"['what', 'if', 'they', ""don't""]"	[396.39, 396.63, 396.87, 397.03]	[0.2400000000000091, 0.2400000000000091, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[400.805]	[0.15999999999996817]
s03e16b	 you think i need a new	['you', 'think', 'i', 'need', 'a', 'new']	[402.245, 402.405, 402.645, 402.725, 402.965, 403.04498]	[0.15999999999996817, 0.2400000000000091, 0.08000000000004093, 0.23999999999995225, 0.07998000000003458, 0.3200199999999995]
s03e16b	 walk?	['walk']	[403.365]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 what? well, you know,	['what', 'well', 'you', 'know']	[408.085, 408.97998, 409.13998, 409.3]	[0.5, 0.15999999999996817, 0.16002000000003136, 0.2400000000000091]
s03e16b	 i've been walking the same way since	"[""i've"", 'been', 'walking', 'the', 'same', 'way', 'since']"	[409.54, 409.86, 410.02, 410.34, 410.5, 410.74, 410.9]	[0.3199999999999932, 0.15999999999996817, 0.3199999999999932, 0.160000000000025, 0.2400000000000091, 0.15999999999996817, 0.32000000000005]
s03e16b	 high school.	['high', 'school']	[411.22, 411.46]	[0.23999999999995225, 0.5]
s03e16b	 you know how some	['you', 'know', 'you', 'know', 'how', 'some']	[413.13998, 413.38, 413.54, 413.69998, 413.78, 413.94]	[0.24002000000001544, 0.160000000000025, 0.15997999999996182, 0.08001999999999043, 0.160000000000025, 0.160000000000025]
s03e16b	 guys-- they walk into a room and	['guys', 'they', 'walk', 'into', 'a', 'room', 'and']	[414.1, 414.34, 414.5, 414.74, 414.97998, 415.06, 415.3]	[0.23999999999995225, 0.160000000000025, 0.2400000000000091, 0.23998000000000275, 0.08001999999999043, 0.2400000000000091, 0.2400000000000091]
s03e16b	 everybody takes notice?	['everybody', 'takes', 'notice']	[415.54, 416.02, 416.25998]	[0.47999999999996135, 0.23998000000000275, 0.5]
s03e16b	 i think i need a take notice	['i', 'think', 'i', 'need', 'to', 'take', 'notice']	[417.375, 417.45502, 417.695, 417.73502, 417.77502, 417.93503, 418.255]	[0.08001999999999043, 0.23998000000000275, 0.04002000000002681, 0.03999999999996362, 0.16000999999999976, 0.3199700000000121, 0.39999999999997726]
s03e16b	 walk.	['walk']	[418.655]	[0.5]
s03e16b	 are you actually saying these	['are', 'you', 'actually', 'saying', 'these']	[420.17502, 420.415, 420.575, 420.975, 421.375]	[0.23998000000000275, 0.15999999999996817, 0.4000000000000341, 0.39999999999997726, 0.24002000000001544]
s03e16b	 words?	['words']	[421.61502]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 what,	['right', 'what']	[426.31, 427.27]	[0.5, 0.3199999999999932]
s03e16b	 now you're not even talking to	"['now', ""you're"", 'not', 'even', 'talking', 'to']"	[427.59, 427.83, 427.91, 428.07, 428.39, 428.63]	[0.2400000000000091, 0.08000000000004093, 0.15999999999996817, 0.3199999999999932, 0.2400000000000091, 0.07999999999998408]
s03e16b	 me?	['me']	[428.71]	[0.5]
s03e16b		[]	[]	[]
s03e16b	 look, rachel,	['look', 'rachel']	[432.63, 432.95]	[0.3199999999999932, 0.4800000000000182]
s03e16b	 i'm sorry.	"['i', ""i'm"", 'sorry', 'right']"	[433.43, 433.75, 433.99, 434.445]	[0.2400000000000091, 0.2400000000000091, 0.4549999999999841, 0.160000000000025]
s03e16b	 okay? i'm sorry. i was out of my	"['okay', ""i'm"", 'sorry', 'i', 'was', 'out', 'of', 'my']"	[434.92502, 435.165, 435.405, 435.725, 435.885, 436.045, 436.20502, 436.285]	[0.23998000000000275, 0.23999999999995225, 0.32000000000005, 0.15999999999996817, 0.160000000000025, 0.16001999999997452, 0.07998000000003458, 0.23999999999995225]
s03e16b	 mind. i thought i'd lost	"['mind', 'i', 'thought', ""i'd"", 'lost']"	[436.525, 437.245, 437.405, 437.565, 437.725]	[0.5, 0.15999999999996817, 0.160000000000025, 0.160000000000025, 0.23999999999995225]
s03e16b	 you. i didn't know what to do. come on,	"['you', 'i', ""didn't"", 'know', 'what', 'to', 'do', 'come', 'on']"	[437.965, 438.125, 438.20502, 438.36502, 438.445, 438.605, 438.765, 439.005, 439.245]	[0.160000000000025, 0.08001999999999043, 0.160000000000025, 0.07997999999997774, 0.160000000000025, 0.15999999999996817, 0.2400000000000091, 0.2400000000000091, 0.15999999999996817]
s03e16b	 come on. how insane must i have	['come', 'on', 'how', 'insane', 'must', 'i', 'have']	[439.405, 439.64502, 439.805, 440.045, 440.36502, 440.605, 440.765]	[0.24002000000001544, 0.15998000000001866, 0.2400000000000091, 0.3200199999999995, 0.23998000000000275, 0.15999999999996817, 0.08000000000004093]
s03e16b	 been to do something like this?	['been', 'to', 'do', 'something', 'like', 'this', 'i']	[440.845, 441.08502, 441.165, 441.325, 441.565, 441.725, 442.285]	[0.2400199999999586, 0.07998000000003458, 0.15999999999996817, 0.2400000000000091, 0.160000000000025, 0.5, 0.15999999999996817]
s03e16b	 huh? i don't cheat. right?	"['i', ""don't"", 'cheat', 'right']"	[442.445, 442.685, 442.845, 443.75998]	[0.2400000000000091, 0.160000000000025, 0.5, 0.24002000000001544]
s03e16b	 that's not me. i'm	"['i', ""that's"", 'not', 'me', ""i'm""]"	[444.0, 444.4, 444.63998, 444.96, 445.28]	[0.160000000000025, 0.23998000000000275, 0.3200199999999995, 0.3199999999999932, 0.160000000000025]
s03e16b	 not joey.	['not', 'joey']	[445.44, 445.75998]	[0.31997999999998683, 0.5]
s03e16b	 whoa!	['woah']	[446.96]	[0.5]
s03e16b		[]	[]	[]
s03e16b	 yeah,	['yeah']	[450.72]	[0.31997999999998683]
s03e16b	 okay.	['okay']	[451.03998]	[0.5]
s03e16b		['right']	[453.575]	[0.5]
s03e16b	 hey,	['now', 'hey']	[455.015, 455.255]	[0.2400000000000091, 0.5]
s03e16b	 it's 3:00 in the	"[""it's"", '3', 'in', 'the']"	[456.535, 456.855, 457.095, 457.255]	[0.3199999999999932, 0.2400000000000091, 0.15999999999996817, 0.08001999999999043]
s03e16b	 morning. they don't	"['morning', 'they', ""don't""]"	[457.33502, 458.45502, 458.695]	[0.5, 0.23998000000000275, 0.160000000000025]
s03e16b	 know that i've come home yet. you	"['know', 'that', ""i've"", 'come', 'home', 'yet', 'you']"	[458.855, 459.015, 459.17502, 459.255, 459.49503, 459.73502, 460.21503]	[0.15999999999996817, 0.16002000000003136, 0.07997999999997774, 0.2400299999999902, 0.23999000000003434, 0.48000999999999294, 0.15996999999998707]
s03e16b	 notice how neither one of them are wondering	['notice', 'that', 'neither', 'one', 'of', 'them', 'are', 'wondering']	[460.375, 460.61502, 460.77502, 461.015, 461.17502, 461.255, 461.415, 461.575]	[0.24002000000001544, 0.15999999999996817, 0.23998000000000275, 0.16002000000003136, 0.07997999999997774, 0.160000000000025, 0.15999999999996817, 0.3200199999999995]
s03e16b	 where i am.	['where', 'i', 'am']	[461.89502, 462.135, 462.21503]	[0.23998000000000275, 0.08003000000002203, 0.5]
s03e16b	 yeah. you	['right', 'yeah', 'you']	[463.55, 464.27, 464.66998]	[0.23998000000000275, 0.39998000000002776, 0.16001999999997452]
s03e16b	 know, people can be so self	['know', 'people', 'can', 'be', 'so', 'self']	[464.83, 465.06998, 465.38998, 465.55, 465.71, 465.94998]	[0.23998000000000275, 0.3199999999999932, 0.16002000000003136, 0.15999999999996817, 0.23998000000000275, 0.24002000000001544]
s03e16b	 involved.	['involved', 'yeah']	[466.19, 466.99]	[0.5, 0.5]
s03e16b	 you know	['you', 'know']	[468.75, 468.91]	[0.160000000000025, 0.15997999999996182]
s03e16b	 what? you know what? i'm not... i'm not the	"['what', 'you', 'know', 'what', ""i'm"", 'not', ""i'm"", 'not', 'the']"	[469.06998, 469.38998, 469.55, 469.63, 469.94998, 470.11, 470.27, 470.50998, 470.66998]	[0.3199999999999932, 0.16002000000003136, 0.07999999999998408, 0.31997999999998683, 0.16002000000003136, 0.15999999999996817, 0.23998000000000275, 0.160000000000025, 0.16001999999997452]
s03e16b	 one that wanted that...	['one', 'that', 'wanted', 'that']	[470.83, 470.99, 471.22998, 471.71]	[0.160000000000025, 0.23998000000000275, 0.4800199999999677, 0.23998000000000275]
s03e16b	" that ""break,"" okay? you're the one"	"['that', 'great', 'okay', ""you're"", 'the', 'one']"	[471.94998, 472.535, 472.775, 473.095, 473.415, 473.495]	[0.4250200000000177, 0.23999999999995225, 0.32000000000005, 0.3199999999999932, 0.07999999999998408, 0.2400000000000091]
s03e16b	 that bailed on us.	['that', 'bailed', 'on', 'us']	[473.735, 473.975, 474.295, 474.455]	[0.2400000000000091, 0.3199999999999932, 0.15999999999996817, 0.5]
s03e16b	 you're the one that ran the	"[""you're"", 'the', 'one', 'that', 'that', 'ran', 'the']"	[475.015, 475.335, 475.415, 475.655, 475.895, 476.215, 476.535]	[0.3199999999999932, 0.08000000000004093, 0.23999999999995225, 0.2400000000000091, 0.3199999999999932, 0.32000000000005, 0.07999999999998408]
s03e16b	 moment things got just a little	['moment', 'things', 'got', 'just', 'a', 'little']	[476.615, 476.935, 477.175, 477.415, 477.655, 477.735]	[0.3199999999999932, 0.2400000000000091, 0.2400000000000091, 0.23999999999995225, 0.08000000000004093, 0.2400000000000091]
s03e16b	 rough. that's what? that's... that	"['rough', ""that's"", ""that's"", 'what']"	[477.975, 478.455, 479.015, 479.335]	[0.47999999999996135, 0.3199999999999932, 0.3199999999999932, 0.3550000000000182]
s03e16b	 is neither here	['dad', 'is', 'neither', 'here']	[479.85, 480.09, 480.41, 480.81]	[0.23999999999995225, 0.32000000000005, 0.39999999999997726, 0.2400000000000091]
s03e16b	 nor there. okay, well, here we are. now	['nor', 'there', 'okay', 'well', 'here', 'we', 'are', 'now']	[481.05, 481.29, 481.61002, 481.77, 481.93, 482.09, 482.25, 482.41]	[0.2400000000000091, 0.3200199999999995, 0.15997999999996182, 0.160000000000025, 0.15999999999996817, 0.160000000000025, 0.160000000000025, 0.23999999999995225]
s03e16b	 we're in a tough spot again, rach. what	"[""we're"", 'in', 'a', 'tough', 'spot', 'again', 'rach', 'what']"	[482.65, 482.81, 482.97, 483.05, 483.29, 483.53, 483.77, 484.09]	[0.160000000000025, 0.160000000000025, 0.07999999999998408, 0.2400000000000091, 0.23999999999995225, 0.2400000000000091, 0.3199999999999932, 0.08000000000004093]
s03e16b	 do you want to do? how do you	['do', 'you', 'wanna', 'do', 'how', 'do', 'you']	[484.17, 484.33002, 484.49, 484.65, 484.89, 485.13, 485.29]	[0.16001999999997452, 0.15998000000001866, 0.15999999999996817, 0.2400000000000091, 0.2400000000000091, 0.160000000000025, 0.15999999999996817]
s03e16b	 want to handle it? do you want to fight	['wanna', 'handle', 'it', 'do', 'you', 'wanna', 'fight']	[485.45, 485.77, 486.01, 486.41, 486.57, 486.65, 486.89]	[0.3199999999999932, 0.2400000000000091, 0.4000000000000341, 0.15999999999996817, 0.07999999999998408, 0.2400000000000091, 0.2400000000000091]
s03e16b	 for us or do you want	['for', 'us', 'or', 'do', 'you', 'wanna']	[487.13, 487.29, 487.61002, 487.69, 487.85, 487.93]	[0.160000000000025, 0.3200199999999995, 0.07997999999997774, 0.160000000000025, 0.07999999999998408, 0.3199999999999932]
s03e16b	 to bail?	['bail', 'right']	[488.25, 489.225]	[0.5, 0.5]
s03e16b		[]	[]	[]
s03e16b	 look, i...	['look', 'i']	[491.86502, 492.42502]	[0.5, 0.5]
s03e16b		[]	[]	[]
s03e16b	 i did a terrible,	['i', 'did', 'a', 'terrible']	[494.665, 494.745, 494.98502, 495.14502]	[0.07999999999998408, 0.24002000000001544, 0.15999999999996817, 0.5]
s03e16b	 stupid,	['stupid']	[496.42502]	[0.5]
s03e16b	 stupid thing--	['stupid', 'thing']	[497.6, 498.16]	[0.5, 0.5]
s03e16b	 okay, and i'm sorry. i	"['okay', 'and', ""i'm"", 'sorry', 'i']"	[499.04, 499.36002, 499.6, 499.84003, 500.32]	[0.3200199999999995, 0.23998000000000275, 0.2400299999999902, 0.47996999999998025, 0.2400000000000091]
s03e16b	 wish i could take it back, but i	['wish', 'i', 'could', 'take', 'it', 'back', 'but', 'i']	[500.56, 500.80002, 500.88, 501.04, 501.2, 501.28, 501.44, 501.68002]	[0.24002000000001544, 0.07997999999997774, 0.160000000000025, 0.15999999999996817, 0.07999999999998408, 0.160000000000025, 0.24002000000001544, 0.07997999999997774]
s03e16b	 can't. i just	"[""can't"", 'i', 'just']"	[501.76, 503.04, 503.2]	[0.5, 0.15999999999996817, 0.2400000000000091]
s03e16b	 can't see us throwing away something we	"[""can't"", 'see', 'us', 'throwing', 'away', 'something', 'we']"	[503.44, 503.68002, 503.84003, 504.08002, 504.32, 504.56, 504.88]	[0.24002000000001544, 0.16000999999999976, 0.2399899999999775, 0.23998000000000275, 0.2400000000000091, 0.3199999999999932, 0.160000000000025]
s03e16b	 know is so damn	['know', 'is', 'so', 'damn']	[505.04, 505.28, 505.52002, 505.84003]	[0.23999999999995225, 0.24002000000001544, 0.3200100000000248, 0.3199700000000121]
s03e16b	 good.	['good', 'right']	[506.16, 506.885]	[0.5, 0.5]
s03e16b	 rachel, i love you so	['rachel', 'i', 'love', 'you', 'so']	[508.245, 508.64502, 508.725, 508.965, 509.20502]	[0.4000199999999836, 0.07998000000003458, 0.23999999999995225, 0.24002000000001544, 0.23998000000000275]
s03e16b	 much.	['much']	[509.445]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[515.19]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 no,	['no']	[520.79]	[0.4800000000000182]
s03e16b	 ross! don't!	"['ross', ""don't""]"	[521.27, 522.15]	[0.5, 0.5]
s03e16b	 you can't just kiss	"['you', ""can't"", 'just', 'kiss']"	[522.95, 523.19, 523.43, 523.84503]	[0.2400000000000091, 0.2399999999998954, 0.3350000000000364, 0.399970000000053]
s03e16b	 me and think you're going to make it all	"['me', 'and', 'think', ""you're"", 'gonna', 'make', 'it', 'all']"	[524.245, 524.565, 524.72504, 524.965, 525.125, 525.365, 525.525, 525.685]	[0.32000000000005, 0.16003999999998086, 0.2399599999999964, 0.15999999999996817, 0.2400000000000091, 0.15999999999996817, 0.15999999999996817, 0.2400000000000091]
s03e16b	 go away. it doesn't work that	"['go', 'away', 'okay', 'it', ""doesn't"", 'work', 'that']"	[525.925, 526.085, 526.405, 526.645, 526.72504, 526.965, 527.205]	[0.16000000000008185, 0.31999999999993634, 0.2400000000000091, 0.08004000000005362, 0.2399599999999964, 0.2400000000000091, 0.2400000000000091]
